aX,aY,aZ,gX,gY,gZ
-0.8479,-0.1564,-0.7704,-10.4980,167.0532,-23.1323
-0.8394,-0.1733,-0.9537,-11.8408,190.8569,-29.2969
-0.9996,-0.2134,-0.9965,-6.8359,238.8916,-38.3911
-1.0642,-0.2006,-0.8638,-4.5776,250.3052,-35.2173
-1.0426,-0.2045,-0.7240,-0.3052,251.6479,-27.5269
-0.9238,-0.1382,-0.6305,15.0146,250.4272,-14.2212
-0.8499,-0.0461,-0.6549,24.4141,249.2676,-9.2773
-0.7990,0.0865,-0.7408,27.8931,248.1689,-4.2725
-0.7671,0.2196,-0.8672,31.6162,250.1221,1.6479
-0.6641,0.2976,-1.0039,-7.2021,266.0522,-1.1597
-0.6537,0.2229,-1.0082,-19.2261,268.7988,11.1694
-0.6564,0.0845,-1.0209,-25.0854,271.1182,22.0947
-0.7236,-0.0576,-0.9452,-22.4609,267.6392,28.8086
-0.5984,-0.3440,-0.6538,-5.1880,227.3560,18.6768
-0.4723,-0.3590,-0.7810,-2.3193,218.7500,-8.7891
-0.3529,-0.2021,-0.8525,1.2817,223.0225,-27.5879
-0.2753,-0.0614,-0.8652,4.2725,218.3838,-21.7896
-0.2212,-0.0089,-0.9792,3.4180,210.2661,-16.9067
-0.1968,0.0343,-0.9663,-1.0986,207.9468,-12.8784
-0.1519,-0.0283,-0.9587,-12.9395,203.3081,-4.8218
-0.0500,-0.1416,-0.9838,-21.2402,194.7632,-9.0942
-0.0457,-0.1123,-0.9883,-13.6719,187.3169,-3.1738
-0.0255,-0.0723,-1.0112,-9.7046,192.0776,0.1831
0.0546,-0.0947,-1.0247,-4.3335,194.0308,6.5918
0.1794,-0.1345,-1.0524,10.0098,198.8525,-5.3711
0.2161,-0.0400,-1.0562,12.2681,202.1484,-7.1411
0.2247,-0.0024,-1.0173,6.9580,205.2612,-4.0894
0.2767,0.0006,-0.8312,4.1504,203.2471,0.3662
0.2795,-0.0903,-0.5865,-0.0610,173.1567,-0.3052
0.3602,-0.1188,-0.6992,-1.0376,157.1655,0.8545
0.4316,-0.1420,-0.8665,-1.2207,158.0200,-1.4648
0.4570,-0.0900,-0.8862,3.7842,162.5366,-3.9673
0.5173,-0.0142,-0.8250,3.9062,165.1001,4.5166
0.5271,-0.0643,-0.8304,-1.1597,165.0391,7.8125
0.5292,-0.0557,-0.7112,-5.3711,172.4243,2.5024
0.6064,-0.0392,-0.4437,3.4790,146.1182,10.6201
0.6138,-0.0262,-0.4045,1.1597,139.8926,0.3052
0.7260,-0.0189,-0.4480,-5.4932,123.7793,-0.6714
0.7191,-0.1171,-0.6565,-4.6997,113.2202,-1.5259
0.6926,-0.1198,-0.7076,-1.8311,133.7891,10.4980
0.6227,-0.1165,-0.5485,0.1831,124.3896,2.2583
0.6575,-0.0356,-0.4031,-1.6479,113.4033,-0.0610
0.7167,0.0312,-0.3467,-11.4746,100.4028,3.1738
0.7933,0.0050,-0.6515,-17.3340,97.4731,12.8174
0.8422,-0.0774,-0.6812,-10.9253,108.2764,16.1133
0.8427,-0.0883,-0.5819,-1.4648,114.3799,10.4370
0.8315,-0.0392,-0.4760,-1.3428,114.2578,8.2397
0.8208,-0.1703,-0.5165,-18.2495,100.9521,1.2817
0.7715,-0.1411,-0.5133,-29.4189,114.0137,-12.9395
0.8682,-0.1218,-0.4602,-31.7993,111.5723,-8.7891
0.9277,-0.1011,-0.3159,-19.1040,94.2993,-8.4839
0.8652,-0.0527,-0.2515,-17.0288,95.8862,-11.4746
0.9141,-0.0529,-0.2374,-21.1182,87.6465,-2.5635
0.8651,-0.0941,-0.2870,-18.0054,83.7402,-9.7046
0.8406,0.1266,-0.2751,-13.1226,79.8950,0.4883
0.9127,0.0305,-0.2751,-7.2632,82.3364,19.9585
0.9236,-0.0330,-0.1268,-1.4038,78.7354,11.5356
0.9200,0.0164,-0.0619,-5.5542,65.2466,10.4980
0.9333,0.0111,-0.1910,-9.3384,59.3262,6.7749
0.9342,0.0573,-0.1151,-15.3198,56.0303,7.8735
0.9263,-0.0153,-0.0809,-21.0571,45.7764,10.8032
0.9116,-0.0205,-0.1190,-23.9868,43.5181,3.6011
0.9680,0.0336,-0.1398,-21.9727,48.7671,13.6719
0.9431,0.0024,-0.0468,-3.8452,46.7529,13.6108
0.9641,0.0209,0.0017,5.8594,38.0249,21.2402
0.8898,-0.1060,-0.0110,6.0425,25.6958,16.4795
0.9404,-0.1039,-0.0581,5.6763,21.1182,19.1040
0.9550,-0.1417,-0.0923,3.5400,21.4844,13.6108
0.9539,-0.1022,-0.0950,-0.9155,15.6860,1.0376
0.9562,-0.0863,-0.0435,-0.7324,12.8784,3.6011
0.9563,-0.0917,0.0031,0.7324,6.6528,2.6855
0.9594,-0.0931,-0.0115,-3.4180,1.0986,1.4038
0.9602,-0.0881,-0.0454,-5.4321,-3.1738,1.4648
0.9720,-0.0977,-0.0786,-4.7607,-6.9580,1.4038
0.9767,-0.1162,-0.1201,-4.1504,-8.4839,-0.6104
0.9840,-0.1183,-0.1899,-7.2021,-6.8359,-2.8687
0.9882,-0.1200,-0.2023,-11.0474,-3.8452,-7.0190
0.9912,-0.0507,-0.1534,-11.9019,-0.8545,-7.7515
0.9850,-0.0513,-0.1041,-9.5825,-2.8076,-2.2583
0.9873,-0.0883,-0.0776,-6.1035,-7.2632,-1.7700
0.9861,-0.0623,-0.1423,-2.1973,-10.7422,2.1362
0.9850,-0.0696,-0.1774,-4.8218,-7.3242,-1.0986
0.9827,-0.0663,-0.1985,-9.0942,-6.2256,-4.2114
0.9845,-0.0662,-0.2177,-10.7422,-4.9438,-11.1694
0.9769,-0.0283,-0.0981,-5.6763,-6.2256,-10.2539
0.9697,-0.0437,-0.0660,-2.3193,-10.2539,-9.8267
0.9668,-0.0420,-0.0988,-1.5259,-13.6719,-9.7656
0.9594,-0.0294,-0.0978,1.2207,-14.6484,-9.2773
0.9497,-0.0676,-0.0677,4.2114,-19.7144,-9.4604
0.9337,-0.0443,-0.0317,6.7749,-21.5454,-12.6343
0.9154,-0.0087,0.0560,6.9580,-28.1982,-11.0474
0.8934,-0.0123,0.1257,6.8970,-38.2080,-12.5122
0.8540,-0.0304,0.2607,14.5264,-68.7256,-12.8174
0.8424,-0.0070,0.2887,21.1792,-86.9141,-10.8643
0.8225,0.0231,0.1997,22.0337,-103.3936,-8.3008
0.7754,-0.0343,-0.0839,14.8926,-121.5820,-4.6387
0.7407,-0.1155,-0.1135,12.7563,-129.0894,-6.1646
0.7471,-0.1539,-0.0856,11.6577,-144.8975,-11.0474
0.7802,-0.1621,-0.1425,4.3945,-157.5928,-13.0005
0.7831,0.0244,-0.2418,1.5869,-170.3491,-16.7847
0.7578,0.0859,-0.1766,0.7324,-181.6406,-13.4888
0.7334,0.0862,-0.1937,-0.1221,-201.8433,-11.6577
0.6945,0.1011,-0.3169,0.3052,-214.1724,-9.2163
0.5780,0.0133,-0.4369,5.3711,-229.1260,-1.8311
0.5486,-0.1127,-0.6154,10.0708,-236.2671,-0.9766
0.5150,-0.2131,-0.8971,3.7842,-233.4595,-7.5684
0.4830,-0.1794,-1.1283,-7.4463,-222.4731,-11.8408
0.4884,-0.0352,-0.9154,-32.4097,-206.1157,-26.8555
0.4546,0.0363,-0.6058,-33.8745,-224.0601,-34.3628
0.4502,0.1145,-0.3394,-19.9585,-251.5869,-31.9214
0.3851,0.2113,-0.1654,27.7100,-300.0488,-14.5874
0.2706,0.1744,-0.2855,33.6304,-320.0684,-11.5967
0.1088,0.0369,-0.6257,39.6729,-335.3271,-12.5122
-0.0664,-0.1085,-1.0420,48.0347,-338.1958,-22.6440
-0.2052,-0.0125,-2.0404,14.0381,-311.2183,-21.9727
-0.1311,0.1033,-2.0717,-4.9438,-233.6426,-3.7842
-0.1090,0.0697,-1.5829,-26.6724,-190.9180,13.3057
-0.0914,0.0175,-1.0792,-25.7568,-191.4062,16.9067
-0.1158,0.0273,-0.5135,3.9062,-234.1309,18.3105
-0.1439,-0.0018,-0.4841,38.5742,-259.3994,10.0708
-0.2252,-0.0422,-0.5864,64.2090,-273.3765,1.8311
-0.3754,-0.1348,-0.9044,64.8193,-298.3398,-2.8687
-0.5007,-0.0581,-2.4279,23.9258,-220.3979,-3.6011
-0.4908,-0.0220,-2.1152,-4.8218,-131.7139,14.7705
-0.4783,-0.1304,-1.3564,-8.7280,-107.8491,23.9868
-0.4489,-0.1018,-0.5779,-0.8545,-132.8735,25.6958
-0.3975,-0.0229,-0.4631,11.2915,-152.9541,22.3999
-0.3837,0.0416,-0.4783,21.6675,-171.3257,18.7988
-0.4535,0.0297,-0.6165,38.6353,-185.9741,11.5967
-0.5776,-0.1321,-1.1610,46.9971,-178.7720,9.9487
-0.6279,-0.2296,-1.3682,39.9170,-158.1421,2.6855
-0.6664,-0.1479,-1.4259,24.1089,-131.7749,1.0376
-0.6935,-0.0609,-1.2852,3.8452,-107.9102,9.7046
-0.6881,-0.0944,-0.6257,-0.3662,-106.2622,11.1084
-0.6624,-0.0144,-0.5105,5.4321,-119.0796,11.0474
-0.6519,0.0026,-0.4943,13.1836,-128.1738,12.6343
-0.6517,-0.0449,-0.5342,27.3438,-135.9253,12.2681
-0.7147,-0.0610,-0.7802,28.0762,-138.7329,3.3569
-0.7655,-0.0710,-0.9330,16.7847,-131.9580,6.0425
-0.8068,-0.0956,-1.0759,-1.2817,-117.8589,10.6812
-0.8053,-0.1736,-0.9596,-11.1084,-85.9985,13.7329
-0.8013,-0.1350,-0.7921,-6.8359,-75.3174,10.6812
-0.8046,-0.0540,-0.5179,-3.2959,-73.4863,13.6108
-0.7826,-0.0511,-0.2437,-2.8687,-88.0127,18.0664
-0.7548,-0.0176,-0.2761,10.9863,-120.1172,14.5264
-0.7681,-0.0134,-0.3842,23.4985,-128.6621,12.7563
-0.8038,-0.0244,-0.5210,23.3765,-130.0659,10.5591
-0.8578,-0.0125,-0.6316,11.5356,-126.4648,10.9863
-0.9631,-0.0081,-0.8147,-17.5171,-113.7085,20.3857
-0.9854,-0.0607,-0.8442,-27.3438,-99.6094,23.1323
-0.9778,-0.0883,-0.7299,-29.7241,-86.7310,23.6816
-0.9799,-0.0664,-0.5320,-25.0854,-80.0781,20.4468
-0.9700,-0.0305,-0.2083,-8.6060,-89.7827,16.9678
-0.9565,-0.0286,-0.1782,-2.1362,-98.5107,14.2212
-0.9478,-0.0431,-0.2390,-1.7090,-105.7129,11.7187
-0.9537,-0.0696,-0.3928,0.0610,-104.4312,5.6763
-0.9670,-0.0424,-0.4020,-0.7324,-103.2104,5.9204
-0.9872,-0.0427,-0.4813,-12.3901,-100.2197,8.9111
-1.0109,-0.0530,-0.5981,-23.1934,-91.9800,8.9111
-1.0297,-0.0339,-0.4884,-20.6299,-67.7490,12.3901
-1.0244,-0.0557,-0.3385,-20.4468,-64.4531,8.2397
-1.0371,-0.0322,-0.2737,-22.0947,-62.5610,6.5918
-1.0504,-0.0208,-0.2454,-19.5313,-60.6689,5.3101
-1.0448,-0.0546,-0.3416,-8.3008,-58.4106,-1.0376
-1.0377,-0.0862,-0.4086,-9.0942,-50.9033,-8.0566
-1.0311,-0.0879,-0.4399,-14.5874,-42.2974,-16.9678
-1.0422,0.0441,-0.4967,-12.2070,-32.8979,-22.1558
-1.0750,0.1815,-0.4640,-34.1797,-11.4746,4.0283
-1.0819,0.1017,-0.3346,-43.2129,-5.3101,14.4043
-1.0557,-0.0259,-0.1030,-41.6260,-5.3711,20.9961
-0.9463,-0.1393,0.0546,-42.8467,-27.5269,-1.2817
-0.9578,-0.1270,-0.0896,-34.6680,-37.0483,-16.2964
-0.9778,-0.0977,-0.2961,-39.9170,-34.3628,-30.6396
-1.0127,-0.0054,-0.4595,-48.4009,-27.1606,-38.1470
-0.9723,0.0438,-0.4039,-93.3838,-2.2583,-31.7383
-0.9628,0.0424,-0.1426,-74.1577,8.6670,-21.5454
-1.0536,0.0603,-0.4221,-27.4048,-0.9155,-12.6343
-0.9998,-0.0073,-0.4874,205.3833,22.7661,-27.2217
-0.9720,0.3813,0.5262,12.8784,17.0288,23.7427
-1.0092,0.0948,0.0509,-34.7900,-28.2593,54.5044
-1.0615,-0.1141,-0.5509,-20.2637,-9.7046,36.6211
-1.0323,0.0994,-0.6770,-13.5498,21.1182,35.8276
-1.0972,-0.1820,-0.1743,-36.4380,47.5464,53.1006
-1.1372,-0.2897,-0.1119,-24.4141,29.8462,27.8931
-1.1042,-0.2513,-0.1748,-5.2490,14.1602,-0.1221
-0.9904,0.0886,0.0056,15.7471,2.8076,-24.2920
-0.9636,0.1970,0.0802,15.0757,-9.8877,-15.6250
-0.9296,0.2843,-0.0253,11.1084,-20.8130,-1.1597
-0.9252,0.3383,-0.2175,8.0566,-16.2354,21.3013
-1.0122,0.1611,-0.3014,-21.4233,-0.4272,52.6733
-1.0258,0.0466,-0.3558,-35.4614,5.9204,58.3496
-1.0377,-0.0847,-0.4130,-37.3535,14.0381,54.6265
-1.0385,-0.1522,-0.3508,-28.5645,22.8271,38.8184
-0.8887,-0.1764,-0.0870,-3.1738,13.9771,17.6392
-0.8997,-0.2366,-0.4447,-124.4507,29.5410,1.7700
-1.0182,0.2234,-0.3657,-109.2529,68.7256,-5.1270
-0.9841,0.4233,0.1176,-83.3740,40.2222,36.6211
-0.9764,0.2040,-0.3037,-85.0830,24.4751,35.8887
-1.0278,0.2518,-0.2827,-44.6167,20.3247,43.0908
-1.0143,0.1466,-0.4250,-0.3662,15.0146,44.7998
-1.0120,-0.0818,-0.6292,67.1997,80.2612,19.3481
-1.0529,-0.0117,-0.0898,132.0190,85.0830,13.9160
-1.0023,0.0575,-0.0236,183.2886,49.8657,9.6436
-0.9685,0.0203,-0.2904,302.9175,41.4429,-1.6479
-0.9756,0.1040,-0.4280,301.5137,29.1748,-32.8979
-0.9362,0.2419,-0.5527,232.2388,32.5928,-15.1978
-0.9573,0.2753,-0.5774,79.2847,61.7676,20.2637
-1.0133,0.2284,-0.5881,40.3442,67.8711,28.3813
-1.0474,0.1443,-0.5159,88.8672,84.4727,35.6445
-1.0623,0.1067,-0.3326,75.1343,86.3647,42.6025
-1.0266,0.0150,-0.2352,38.8184,84.5947,48.4009
-0.9471,-0.1355,-0.1874,41.9312,81.0547,36.3159
-0.9286,-0.0791,-0.5776,44.1895,65.1245,-8.4839
-0.9543,-0.0856,-0.8212,25.2686,78.4302,-18.4326
-0.9771,-0.0787,-1.0200,36.0107,102.0508,-26.0010
-0.9758,-0.1881,-1.0623,69.0308,147.5220,-56.4575
-1.0400,-0.1086,-1.0396,61.3403,167.0532,-82.1533
-1.1066,0.0427,-1.0750,-7.0801,191.7114,-67.6880
-1.0234,-0.0306,-0.7845,-8.3618,227.0508,-52.9175
-0.8536,0.0338,-0.3563,44.0674,201.2329,-53.7720
-0.8922,0.1138,-0.5601,42.7856,183.0444,-64.0869
-0.8704,0.1821,-0.7549,8.4839,177.6123,-57.6172
-0.8910,0.2180,-0.9119,-60.4858,175.7812,-43.8843
-0.7179,-0.3478,-0.9897,-112.1826,211.9141,-42.6636
-0.7209,-0.4083,-1.0861,-55.6641,223.6938,-75.0122
-0.7535,-0.4518,-1.3165,-9.7046,247.1313,-100.5859
-0.8240,-0.3848,-1.4039,22.5830,280.3345,-124.8169
-0.9502,0.1897,-1.0629,67.9932,305.1147,-95.6421
-0.8416,0.3379,-0.9233,23.6816,316.5894,-34.1797
-0.6964,0.2869,-0.7867,-28.5645,305.3589,-6.4087
-0.3778,0.1399,-0.8064,-25.4517,268.5547,41.2598
-0.2728,-0.2367,-1.0283,32.5928,258.7280,18.2495
-0.2373,-0.3367,-1.1997,62.9883,270.5078,-11.2915
-0.2347,-0.2788,-1.2867,85.2661,273.8037,-26.7944
-0.2252,-0.1285,-1.1541,110.9619,287.4756,-35.0952
-0.1899,-0.0822,-0.9023,132.6294,280.8838,-25.3906
-0.1012,-0.1382,-0.7343,142.1509,253.4180,-35.4004
-0.0190,-0.0698,-0.6289,122.2534,239.3799,-44.8608
0.1676,-0.4578,-0.6135,39.8560,204.6509,-55.0537
0.1868,-0.4105,-0.7419,33.6304,196.1060,-68.7866
0.2394,-0.2413,-0.7832,19.8364,192.1997,-71.8384
0.3292,-0.2886,-0.8391,14.9536,196.3501,-60.9741
0.3571,-0.2266,-0.8232,31.0669,202.9419,-69.3970
0.3613,-0.1268,-0.7383,42.9077,204.8950,-70.4346
0.3717,-0.1265,-0.6392,48.5229,202.4536,-63.5986
0.5144,-0.1929,-0.4375,16.9678,175.3540,-47.6074
0.5697,-0.3256,-0.5051,-10.0708,164.4287,-47.6074
0.5869,-0.3724,-0.5906,-22.1558,159.7290,-53.5889
0.6112,-0.0940,-0.4789,-22.3999,142.8833,-53.1006
0.6401,-0.0941,-0.4679,-24.1089,132.3242,-47.4854
0.6501,-0.1392,-0.5383,-14.7095,127.4414,-45.6543
0.6562,-0.1318,-0.5316,-2.9907,124.8779,-46.0205
0.7159,-0.1296,-0.5121,-22.9492,122.1313,-44.2505
0.7252,-0.1006,-0.4438,-6.8970,122.9248,-46.8140
0.7201,0.0017,-0.3376,-2.2583,118.8354,-43.3960
0.7512,0.0111,-0.3002,-0.3662,104.7363,-35.0952
0.7949,-0.1405,-0.3727,-4.0894,95.3979,-33.6304
0.8098,-0.1802,-0.4384,-9.8267,91.3086,-36.4380
0.8180,-0.1788,-0.5015,-11.9629,94.7266,-41.1987
0.8240,-0.1210,-0.4957,0.3052,98.4497,-41.5039
0.8333,0.0259,-0.4183,23.3154,100.3418,-34.9121
0.8677,-0.0056,-0.3586,18.1274,95.8862,-30.8838
0.8999,-0.0594,-0.3490,7.2632,89.2944,-32.4707
0.9154,-0.0171,-0.3799,-12.5732,84.4116,-36.2549
0.9209,-0.0210,-0.4094,-1.6479,85.2051,-35.1563
0.9043,0.0286,-0.3823,2.6245,88.0737,-33.8745
0.8929,0.0248,-0.3268,0.6104,86.1816,-27.7710
0.9131,-0.0012,-0.2632,9.4604,86.5479,-24.4751
0.9110,0.0181,-0.1219,7.4463,84.4727,-22.2778
0.9165,0.0653,-0.0424,1.1597,74.9512,-19.2871
0.9161,0.0769,-0.1027,-4.0894,68.4814,-16.7847
0.8938,0.1354,-0.0948,1.7700,66.5894,-7.2021
0.8901,0.1431,0.0569,6.5308,62.8662,0.2441
0.8860,0.1089,0.1842,-0.5493,50.8423,4.5166
0.8964,0.0575,0.2303,-6.7139,36.4990,5.9814
0.9000,-0.0327,0.0768,0.3052,15.8691,8.4839
0.9082,-0.0533,0.0436,3.9062,11.8408,8.6060
0.9161,-0.0670,0.0369,5.0659,8.7280,7.1411
0.9268,-0.1443,-0.0740,0.9766,1.8311,0.1831
0.9454,-0.1199,-0.0798,-5.1880,0.8545,-4.6387
0.9648,-0.0461,-0.0540,-9.1553,-2.1362,-6.3477
0.9790,0.0106,-0.0409,-7.9956,-4.2725,-5.4932
0.9899,0.0077,-0.1609,-7.2632,-9.0942,-1.7700
0.9945,-0.0391,-0.2472,-5.4321,-7.2021,-0.4272
1.0020,-0.0575,-0.2677,-0.5493,-2.3804,-1.4648
1.0050,-0.0278,-0.2017,-1.7090,-0.4883,-2.6855
1.0017,0.0001,-0.1990,-0.7935,-1.5259,-3.1738
0.9941,0.0153,-0.1594,-0.1221,0.0000,-1.0986
0.9908,0.0099,-0.1144,-1.0986,-1.4648,-0.7935
0.9854,0.0095,-0.0796,-1.0986,-3.0518,0.5493
0.9861,-0.0039,-0.0536,-7.2021,-11.3525,0.9766
0.9856,-0.0231,-0.0934,-7.1411,-12.4512,0.9155
0.9868,-0.0502,-0.1144,-4.0283,-13.6108,0.6714
0.9906,-0.0869,-0.1868,-4.0894,-15.9302,-2.2583
0.9912,-0.0819,-0.2001,-4.3945,-14.6484,-6.2256
0.9951,-0.0305,-0.1887,-3.4180,-13.6108,-8.2397
0.9943,0.0227,-0.1775,-1.5259,-12.8174,-7.5684
0.9890,0.0498,-0.0703,0.2441,-15.7471,-1.0376
0.9795,0.0265,-0.0602,-4.0283,-21.1792,-1.2817
0.9662,0.0168,-0.0709,-6.4087,-25.7568,-1.2817
0.9591,0.0385,-0.0531,-8.2397,-30.0293,-0.7324
0.9331,0.0776,0.0032,-4.0894,-43.1519,4.3335
0.9175,0.1019,0.0826,1.1597,-53.2227,10.4980
0.9128,0.0621,0.0876,9.5825,-66.6504,14.3433
0.8828,0.0134,-0.0522,9.0942,-74.8291,11.1084
0.8602,0.0531,0.0081,9.2773,-84.8999,17.7002
0.8500,0.1355,0.1936,13.9160,-100.9521,21.8506
0.8296,0.2108,0.3003,15.1367,-123.8403,31.4331
0.7333,0.1161,-0.1775,2.6245,-157.2266,34.3628
0.7047,0.1143,-0.3999,-7.0801,-159.7900,44.4336
0.7330,0.1030,-0.3500,-6.7749,-159.5459,55.7251
0.7316,0.1787,-0.1533,2.5635,-170.2271,63.3545
0.6151,0.2726,0.1688,15.1367,-221.9849,97.9614
0.5176,0.1683,0.1796,24.4141,-254.0283,109.8633
0.4102,0.0446,0.1289,37.8418,-283.6914,115.4175
0.3025,-0.0917,-0.0117,53.1006,-309.5093,116.2109
0.1381,-0.3663,-0.5784,63.5376,-327.3926,90.0879
0.0352,-0.2289,-1.0336,42.3584,-319.1528,78.2471
0.0272,-0.1650,-1.3246,0.7324,-298.4619,87.7075
0.0712,-0.3008,-1.3357,-20.8130,-278.1372,96.6187
0.0635,-0.3944,-0.9655,18.7988,-254.2114,104.0039
0.0153,-0.4307,-0.7341,36.9873,-256.5308,109.1919
-0.0184,-0.6112,-0.7058,53.7720,-269.1650,101.9897
-0.0261,-0.9769,-1.4153,44.3115,-267.2729,54.6265
-0.0425,-0.7238,-1.8501,4.7607,-233.9478,22.8271
-0.0844,-0.3368,-1.9011,-49.3164,-193.1152,30.8838
-0.0789,-0.2891,-1.6493,-72.2046,-160.7056,53.5889
-0.1215,-0.3062,-0.8795,-42.1143,-149.2920,67.5049
-0.1479,-0.2657,-0.6951,-18.9209,-160.8276,78.3691
-0.1366,-0.2681,-0.6438,-7.4463,-175.3540,78.7964
-0.1085,-0.3414,-0.8660,-12.5122,-185.4858,64.4531
-0.1421,-0.6531,-1.5854,-47.0581,-149.4141,19.3481
-0.1710,-0.6057,-1.4799,-50.5371,-122.1313,4.9438
-0.2123,-0.4603,-1.1973,-41.1377,-106.2012,2.5635
-0.2351,-0.2805,-0.6343,-33.9355,-117.9199,6.9580
-0.2705,-0.1678,-0.5482,-39.1846,-135.6201,1.0986
-0.3271,-0.0129,-0.5151,-48.0957,-153.9307,1.9531
-0.3547,0.0342,-0.5677,-50.0488,-170.9595,6.7139
-0.4330,-0.1449,-0.8711,-39.3677,-198.1812,0.4883
-0.4596,-0.2898,-1.1331,-29.3579,-182.3120,4.2725
-0.4943,-0.4791,-1.1184,-44.2505,-169.0674,-3.4790
-0.5312,-0.5519,-1.0308,-60.9131,-165.5884,-19.2261
-0.6182,-0.3734,-0.8904,-50.1099,-150.3296,-29.7241
-0.6189,-0.2585,-0.8185,-35.5225,-146.7896,-33.3862
-0.6393,0.0022,-0.8549,-19.8975,-146.3013,-34.6680
-0.6747,0.3088,-0.9635,-12.2070,-144.5312,-25.9399
-0.7126,0.2275,-0.8771,-19.7754,-133.5449,17.8223
-0.7344,0.0493,-0.8252,-29.9683,-137.6953,24.6582
-0.7572,-0.0779,-0.8555,-32.2266,-137.6953,32.2876
-0.7540,-0.3601,-0.9432,-14.0381,-122.6196,22.9492
-0.7455,-0.3749,-0.9177,-12.0239,-113.2813,11.2305
-0.7483,-0.3373,-0.9183,-12.7563,-105.4077,-1.0986
-0.7570,-0.2728,-0.8969,-17.8223,-94.4824,-7.8125
-0.7897,-0.0295,-0.6678,-6.7139,-82.5806,-8.8501
-0.8035,0.0377,-0.4843,-5.7373,-85.5103,0.9155
-0.8101,0.0012,-0.3619,-8.8501,-96.5576,5.8594
-0.8113,-0.0177,-0.3728,-11.2915,-108.9478,5.5542
-0.8397,-0.0442,-0.6693,-15.9912,-115.6616,6.2866
-0.8660,-0.0675,-0.7510,-16.8457,-109.0088,6.5308
-0.8640,-0.1122,-0.7386,-19.2871,-100.8301,9.6436
-0.8578,-0.1770,-0.6998,-18.7378,-94.2383,8.2397
-0.8905,-0.1614,-0.6041,-18.8599,-86.1206,-2.0142
-0.9160,-0.1277,-0.5421,-19.4092,-84.1064,-2.3193
-0.9517,-0.0814,-0.4482,-22.1558,-85.7544,-4.3335
-0.9917,0.0312,-0.3191,-23.9258,-104.7363,-1.0376
-1.0052,0.1105,-0.4565,-17.6392,-107.0557,8.1787
-0.9991,0.1156,-0.5996,-15.1978,-101.3184,16.2964
-0.9919,0.0588,-0.7557,-19.5923,-93.3838,18.3105
-1.0244,-0.0898,-0.9354,-28.2593,-56.1523,15.5029
-1.0098,-0.2236,-0.8629,-31.5552,-35.5835,7.5684
-1.0396,-0.2505,-0.7382,-23.6816,-19.1650,-3.4790
-1.0575,-0.2008,-0.5815,-3.3569,-7.0190,-1.7090
-0.9922,-0.1107,-0.2463,12.0850,-6.4697,-9.9487
-0.9768,-0.0002,-0.2463,8.6060,-16.6016,-10.1318
-0.9674,0.0743,-0.3356,8.1177,-21.4844,-7.3242
-0.9520,0.1069,-0.4093,7.6294,-22.3999,-0.4272
-0.9192,-0.0607,-0.6393,-9.2163,-14.5874,8.3008
-0.9232,-0.1313,-0.6740,-11.2915,-2.4414,7.5684
-0.9319,-0.1635,-0.5928,-7.5073,10.5591,5.6152
-0.9471,-0.1545,-0.2146,3.9673,13.0615,0.0000
-0.9315,-0.1210,-0.1223,5.0049,2.8687,-3.4790
-0.9215,-0.0597,-0.1860,6.2866,-7.4463,-4.8218
-0.9146,-0.0234,-0.3108,10.2539,-11.2305,-0.9766
-0.8976,-0.0063,-0.4642,2.8076,-10.3149,0.7324
-0.9100,0.0035,-0.5443,-3.4790,-6.8970,3.1738
-0.9451,0.0149,-0.5803,-6.9580,1.3428,6.0425
-0.9738,-0.0173,-0.4877,-10.3149,9.0332,12.7563
-0.9691,-0.1433,-0.1869,-4.9438,3.4180,11.1084
-0.9528,-0.1299,-0.1871,0.0000,-4.2114,7.4463
-0.9437,-0.1068,-0.2581,3.1128,-8.6060,3.9062
-0.9420,-0.0804,-0.3539,6.0425,-10.5591,1.9531
-0.9340,-0.0585,-0.5073,3.9062,-4.2725,-1.0986
-0.9525,-0.0110,-0.5177,-0.5493,1.7090,-0.0610
-0.9686,0.0137,-0.4628,-3.9673,6.3477,5.3711
-0.9666,-0.0048,-0.2970,-3.1738,6.7139,13.9771
-0.9413,-0.0697,-0.2396,1.0376,2.6245,14.3433
-0.9280,-0.0996,-0.2526,2.0752,-2.0142,8.6670
-0.9250,-0.0859,-0.3019,3.9673,-4.8218,5.8594
-0.9161,-0.0675,-0.3824,0.2441,-6.4087,2.1362
-0.9203,-0.0436,-0.4470,-1.5869,-3.9062,0.7324
-0.9291,-0.0244,-0.4780,-4.5166,0.1221,2.0752
-0.9368,-0.0424,-0.4647,-5.1270,5.0659,4.8218
-0.9518,-0.0542,-0.3387,3.4180,10.4980,6.4087
-0.9543,-0.0354,-0.2482,3.3569,7.3242,7.5684
-0.9492,-0.0344,-0.2258,3.6011,1.1597,7.5684
-0.9465,-0.0302,-0.2583,2.9297,-3.4180,6.4087
-0.9324,-0.0773,-0.3770,-0.2441,-6.9580,3.5400
-0.9326,-0.0714,-0.4537,-1.0986,-4.0894,0.9155
-0.9364,-0.0487,-0.4983,0.1221,1.5259,-0.5493
-0.9603,0.0009,-0.4390,1.8311,10.1929,1.6479
-0.9708,0.0017,-0.3573,7.2632,11.8408,5.4321
-0.9653,-0.0160,-0.2509,11.8408,8.9722,7.2021
-0.9420,-0.0428,-0.1882,13.3057,2.3193,7.2632
