aX,aY,aZ,gX,gY,gZ
-0.8640,-0.0939,-0.9257,-0.4883,-99.4263,9.7046
-0.8827,-0.1858,-0.7618,6.0425,-72.4487,6.5918
-0.9039,-0.1908,-0.5868,9.0942,-66.6504,3.4180
-0.9023,-0.1836,-0.4395,12.3291,-67.3218,0.6714
-0.8702,-0.1565,-0.3685,12.2681,-71.2891,-4.5166
-0.8785,0.0730,-0.4594,5.9204,-74.0356,-13.6108
-0.8933,0.1362,-0.4978,-0.7324,-72.6318,-7.3853
-0.9017,0.1019,-0.5323,-8.1177,-71.6553,-0.1221
-0.9243,-0.0576,-0.6266,-15.0757,-61.2793,5.3711
-0.9301,-0.1178,-0.6462,-15.6250,-53.4668,3.5400
-0.9446,-0.1351,-0.6592,-17.2729,-44.7388,-1.7700
-0.9705,-0.1002,-0.5996,-14.5264,-35.3394,-3.3569
-0.9509,-0.1108,-0.2758,-7.9956,-32.8369,0.1831
-0.9147,-0.1171,-0.2299,-9.7656,-38.2080,-5.0659
-0.9292,-0.0483,-0.2654,-3.8452,-43.2129,-9.7046
-0.9406,0.0027,-0.3213,-7.2632,-49.3164,-5.3711
-0.9508,0.0223,-0.4358,-10.6812,-49.2554,-6.4087
-0.9707,0.0488,-0.5789,-13.6108,-43.3960,-2.8076
-0.9858,0.0310,-0.6577,-17.3950,-33.0811,0.0610
-0.9918,-0.0122,-0.5819,-23.6816,-12.3291,0.7324
-1.0146,-0.0280,-0.4222,-26.9775,-6.8970,1.2207
-1.0211,-0.0671,-0.2632,-25.5737,-10.2539,3.4790
-1.0132,-0.0869,-0.1525,-17.6392,-15.0146,3.2959
-0.9550,-0.0737,-0.1240,-2.0752,-33.1421,-0.7324
-0.9529,-0.0291,-0.2355,0.1221,-38.0859,-2.0142
-0.9543,-0.0059,-0.3835,0.6714,-37.2925,-2.1362
-0.9646,0.0314,-0.5397,-4.7607,-30.5176,-1.5869
-0.9879,0.0135,-0.6824,-8.7891,-4.5166,4.3335
-0.9940,-0.0067,-0.5941,-5.2490,8.7891,5.4932
-1.0000,-0.0229,-0.4220,-5.0049,15.0146,6.4697
-0.9879,-0.1035,-0.1045,-7.5684,6.4697,4.8828
-0.9623,-0.1140,-0.0817,-1.0986,-2.1362,1.2207
-0.9456,-0.0767,-0.1373,4.2114,-9.0942,-1.9531
-0.9425,-0.0209,-0.2379,7.2632,-12.6343,-2.2583
-0.9496,0.0358,-0.4417,8.7891,-7.8125,2.5024
-0.9543,0.0298,-0.5239,0.5493,-1.5259,5.0659
-0.9641,-0.0007,-0.5466,-7.3853,7.8735,6.4697
-0.9707,-0.0424,-0.4490,-8.3008,15.4419,6.7139
-0.9677,-0.0569,-0.1371,-3.0518,12.4512,4.9438
-0.9537,-0.0842,-0.0778,0.7324,3.8452,3.7842
-0.9399,-0.0923,-0.1198,3.9062,-3.5400,-0.4883
-0.9388,-0.0627,-0.2136,5.1880,-7.9956,-3.3569
-0.9360,-0.0034,-0.3909,5.5542,-6.2256,-2.7466
-0.9364,0.0096,-0.4373,3.3569,-2.0142,-1.3428
-0.9397,0.0125,-0.4626,-0.4272,3.5400,0.0000
-0.9645,0.0022,-0.3971,-4.0894,14.8926,2.2583
-0.9730,-0.0240,-0.2880,-5.0049,15.2588,3.6011
-0.9667,-0.0643,-0.1973,-3.2349,12.3291,2.6855
-0.9613,-0.0885,-0.1653,-0.6714,7.2632,-0.7935
-0.9700,-0.0380,-0.3475,4.5166,3.7231,-7.7515
-0.9819,0.0042,-0.4761,4.5166,8.7891,-8.4839
-0.9966,0.0348,-0.5833,2.1973,18.3716,-7.7515
-1.0028,0.0391,-0.6606,0.1221,30.8228,-5.3101
-0.9773,-0.0096,-0.7720,-4.1504,62.1948,-5.6152
-0.9539,-0.0208,-0.8236,-9.7046,80.8105,-10.6812
-0.9481,0.0396,-0.8693,-13.7329,100.3418,-16.9678
-0.9965,0.1371,-0.8347,-10.1318,119.3848,-17.1509
-1.1149,0.1720,-0.6616,-17.4561,138.6108,4.3945
-1.1143,0.0319,-0.5837,-33.0200,143.4937,14.4043
-1.0770,-0.1394,-0.6033,-43.9453,147.6440,14.0991
-1.0017,-0.2253,-0.8805,-41.2598,169.9829,-2.1973
-0.9907,-0.1523,-1.0059,-35.3394,191.7725,-8.1787
-1.0015,-0.0656,-1.0355,-26.4282,214.2334,-7.8735
-1.0177,0.0245,-0.9817,-10.6812,230.8350,-2.5635
-1.0139,-0.0371,-0.7517,-11.4136,242.7368,13.3667
-0.9977,-0.0789,-0.5895,-18.4937,239.0137,10.3760
-0.9445,-0.0858,-0.4575,-32.5928,229.3701,9.8877
-0.8689,-0.1011,-0.4967,-47.8516,213.8672,4.5166
-0.7642,0.0083,-0.8683,-56.7017,211.4258,0.4272
-0.7322,0.0115,-0.9978,-46.7529,216.3086,1.1597
-0.7063,0.0253,-1.1621,-39.9780,223.3276,3.4790
-0.7003,0.0769,-1.3115,-17.7002,252.4414,18.8599
-0.7028,0.0521,-1.2709,-5.0049,265.1978,22.8271
-0.7140,0.0514,-1.1375,4.6387,274.9023,23.8647
-0.7020,0.0688,-0.9843,3.8452,276.2451,25.7568
-0.5752,0.0970,-0.6353,5.3711,251.5259,39.4897
-0.4310,0.0065,-0.6200,-2.2583,232.2388,39.0625
-0.3226,0.0181,-0.6580,1.8921,213.6841,32.6538
-0.2521,0.1040,-0.7631,-2.0752,199.3408,30.3345
-0.1112,-0.0061,-1.1395,-11.4746,200.3174,25.2686
-0.0864,-0.0660,-1.2888,-9.2773,212.7075,17.7612
-0.0778,-0.1053,-1.3848,-13.5498,229.7974,8.6060
-0.1088,-0.0695,-1.3271,-20.0195,247.8027,-3.0518
-0.1461,0.1139,-0.6929,-24.2310,245.8496,21.9116
0.0382,0.0638,-0.4733,-27.0996,222.2900,33.1421
0.1738,0.0748,-0.5159,-23.7427,200.6226,28.3203
0.3101,0.0739,-0.7656,-22.0337,172.3022,29.5410
0.3491,-0.0740,-0.9618,-8.6060,172.7295,22.1558
0.3683,-0.1521,-1.0819,10.5591,182.6782,9.0332
0.3813,-0.0403,-0.9960,21.1182,196.4111,-5.8594
0.3928,0.0937,-0.7297,16.8457,194.7632,-9.1553
0.4131,0.0682,-0.6409,18.4937,189.3921,-10.8643
0.4257,0.1097,-0.5531,20.8130,181.0913,-4.7607
0.4645,0.0991,-0.5045,1.7090,169.4946,0.2441
0.5646,0.0494,-0.6122,-22.9492,153.9307,-3.8452
0.5992,0.0815,-0.5836,-16.4795,150.2075,-1.5869
0.6416,0.0293,-0.5759,-5.2490,147.0947,-1.0376
0.6707,0.0031,-0.5758,-2.1362,147.0337,-8.6670
0.6940,0.0341,-0.5551,-8.9111,141.1743,-13.4277
0.7115,0.0186,-0.5519,-8.8501,140.0757,-16.2354
0.7075,0.0490,-0.5319,0.9155,138.8550,-18.4937
0.7378,0.0944,-0.4962,19.7144,136.4136,-15.7471
0.7527,0.1461,-0.3466,18.3716,132.5073,-15.0146
0.7861,0.1349,-0.3062,5.1880,121.6431,-13.1836
0.8036,0.1160,-0.3687,-2.6855,117.0654,-16.0522
0.8391,0.0803,-0.2719,-28.9307,106.8726,-18.7988
0.8497,0.0702,-0.3182,-28.6865,100.3418,-23.0103
0.8593,0.0702,-0.3679,-19.2261,98.7549,-23.1323
0.8732,0.0583,-0.3850,-12.8784,100.7690,-24.8413
0.8573,0.1641,-0.2852,-7.8125,105.0415,-26.9775
0.8765,0.1763,-0.2028,-11.9019,98.8770,-23.7427
0.8816,0.1858,-0.2240,-6.5308,93.6279,-23.4375
0.8768,0.2231,-0.2299,-2.5024,90.1489,-19.8364
0.8917,0.3079,-0.1842,0.7324,86.1206,-14.6484
0.9041,0.3004,-0.0774,-3.1128,80.8105,-5.2490
0.9202,0.2242,-0.0476,-5.7983,72.6929,-3.4180
0.9302,0.1514,-0.1371,-4.0283,62.2559,-9.1553
0.9286,0.1470,-0.1818,-6.5308,61.2183,-12.9395
0.9362,0.1326,-0.2227,-4.2725,61.5234,-14.0991
0.9429,0.1416,-0.2054,-6.5918,64.2090,-15.6860
0.9449,0.2100,-0.0477,-3.9673,64.2090,-17.3340
0.9340,0.2246,0.0063,0.3052,53.8330,-13.2446
0.9630,0.2054,-0.0751,0.4883,50.0488,-12.6343
0.9609,0.2118,-0.1605,5.6152,52.4292,-15.5640
0.9479,0.2692,0.0170,-12.1460,48.3398,-11.2305
0.9435,0.2660,-0.0082,-4.8218,43.4570,-11.2915
0.9352,0.2673,-0.0167,-5.4321,40.5884,-8.5449
0.9341,0.2697,0.0210,-2.1973,36.5601,-4.4556
0.9308,0.2338,0.0337,2.1362,23.8647,5.0659
0.9308,0.1989,0.0253,-4.4556,23.6206,3.7842
0.9308,0.2085,0.1229,-5.1270,21.2402,4.3945
0.9285,0.1785,0.1400,-11.1084,5.4932,2.8076
0.9265,0.1642,0.0219,-8.9722,3.5400,1.6479
0.9315,0.1578,0.0145,-3.4790,4.9438,1.5259
0.9354,0.1752,0.0902,-3.7842,2.1362,0.8545
0.9351,0.1992,0.1021,-3.1128,-7.5073,0.6714
0.9323,0.1976,0.0377,0.2441,-10.2539,1.0376
0.9392,0.1823,-0.0624,1.7090,-9.5215,-0.8545
0.9468,0.1840,-0.1060,3.2959,-4.6997,-1.9531
0.9640,0.2321,0.0049,6.5308,-4.1504,-1.4648
0.9635,0.2390,0.0327,4.0283,-8.1177,0.7324
0.9609,0.2218,-0.0032,2.8687,-11.1694,2.3193
0.9589,0.1995,-0.0806,-1.8311,-11.4136,2.2583
0.9713,0.1714,-0.0775,-2.8076,-6.2256,2.3804
0.9719,0.1887,-0.0161,-2.5024,-7.3242,1.2817
0.9702,0.1914,0.0281,-3.1738,-10.0708,0.7935
0.9547,0.2173,0.0529,-7.9956,-17.1509,0.1221
0.9464,0.2286,0.0955,-10.3149,-21.7285,1.4648
0.9371,0.2245,0.1240,-9.2773,-28.8086,3.3569
0.9318,0.1951,0.0802,-8.3008,-35.4004,5.4932
0.9301,0.1511,0.0491,-6.1646,-41.8091,4.6387
0.9277,0.1461,0.0952,-6.4087,-48.4009,3.0518
0.9189,0.1700,0.2028,-7.5684,-58.8379,2.2583
0.9080,0.2092,0.3340,-11.2915,-78.8574,4.0283
0.8558,0.3381,0.6250,13.4888,-132.9346,21.5454
0.8068,0.3682,0.8098,39.8560,-173.5840,34.7900
0.7329,0.3622,0.8750,60.5469,-218.6890,47.6685
0.6415,0.3240,0.8436,68.7866,-260.4980,55.6641
0.4016,0.2937,0.3754,62.3169,-330.5054,63.2935
0.3370,0.1545,-0.0518,45.9595,-346.2524,63.4155
0.2842,0.1030,-0.4283,38.0859,-339.5386,51.1475
0.2548,-0.0820,-0.6210,38.6353,-329.5898,55.9082
0.2543,-0.2682,-0.6716,55.9082,-325.1343,41.6260
0.2178,-0.2953,-0.6232,73.8525,-323.4863,26.8555
0.1643,-0.2736,-0.5092,77.6367,-329.2847,19.3481
-0.0450,0.0382,-0.3511,80.9937,-360.5957,4.2114
-0.1942,0.3450,-0.3981,77.3315,-388.2446,21.6064
-0.2986,0.3074,-0.7579,70.8008,-407.1045,44.1895
-0.3556,-0.0706,-1.4325,57.5562,-399.4751,55.9692
-0.2190,-0.3568,-2.5543,33.0811,-281.8604,47.8516
-0.1162,-0.2357,-2.3002,-0.9766,-211.3037,42.6025
-0.0978,-0.1793,-1.7686,-19.7754,-173.8892,39.7339
-0.1121,-0.1703,-1.2678,-13.0615,-166.9312,40.2832
-0.1549,-0.1541,-0.6873,3.9673,-191.5283,30.0293
-0.1974,-0.1180,-0.6051,18.5547,-212.4023,25.3906
-0.2168,-0.0455,-0.7664,21.0571,-229.6143,18.2495
-0.2513,-0.1478,-1.2504,0.3052,-226.0742,13.3057
-0.2808,-0.1812,-1.4979,-6.1646,-209.8999,15.2588
-0.2946,-0.2219,-1.6317,-15.8081,-182.3730,20.9351
-0.3124,-0.2496,-1.5602,-26.1230,-153.3203,17.5171
-0.4438,-0.1774,-0.8571,-25.9399,-138.8550,15.7471
-0.4904,-0.1403,-0.5250,-18.4326,-158.5083,14.9536
-0.5131,-0.0894,-0.2941,-15.1978,-181.7627,10.8032
-0.5265,-0.0199,-0.1853,-2.4414,-210.7544,2.5635
-0.6206,0.0759,-0.4706,9.9487,-257.0801,-14.8315
-0.6719,0.0259,-0.8624,19.8364,-264.6484,-19.3481
-0.7273,-0.0293,-1.2496,17.7612,-254.8218,-27.2827
-0.8119,-0.0176,-1.4414,10.9863,-233.1543,-27.3438
-0.8694,-0.2352,-1.4055,-17.0288,-186.6455,-7.8735
-0.8730,-0.3196,-1.3527,-24.1089,-162.0483,-16.2354
-0.9176,-0.1864,-1.1942,-17.1509,-141.3574,-22.0947
-0.9226,0.1522,-0.7346,20.8130,-126.5259,-5.2490
-0.9121,0.2035,-0.4896,12.8174,-131.5308,6.6528
-0.9004,0.1638,-0.4028,0.5493,-143.7988,17.8223
-0.9053,0.0828,-0.4991,-2.5635,-157.0435,20.4468
-0.8989,-0.2018,-0.6121,0.4272,-157.4707,12.0850
-0.9115,-0.2146,-0.6235,-2.8687,-158.2642,0.7324
-0.9340,-0.2135,-0.6962,-4.2114,-156.8604,-8.3008
-0.9567,-0.1630,-0.7958,4.6997,-151.1230,-16.6016
-0.9813,-0.0403,-0.8361,12.2070,-123.7183,-13.0615
-0.9861,0.0394,-0.8019,15.3198,-109.5581,-8.4229
-0.9813,0.0813,-0.7006,20.0806,-95.5200,3.6011
-0.9563,0.0164,-0.5665,23.5596,-88.5010,10.0098
-0.9532,-0.0627,-0.4186,21.0571,-82.9468,13.1226
-0.9288,-0.1274,-0.3964,18.2495,-80.8105,9.6436
-0.9321,-0.1018,-0.3722,16.6016,-79.4067,4.2114
-0.9169,-0.1260,-0.3916,10.4980,-78.4302,2.3804
-0.9310,-0.1252,-0.4103,9.6436,-75.1953,-2.5635
-0.9467,-0.1084,-0.4097,11.0474,-72.2046,-4.1504
-0.9562,-0.0728,-0.4247,16.2964,-67.5049,-5.0049
-0.9535,-0.0316,-0.3013,9.6436,-61.8286,0.0000
-0.9515,-0.0404,-0.3309,5.0659,-61.4624,-1.5869
-0.9738,-0.0200,-0.3596,6.5308,-57.3730,0.9766
-0.9832,-0.0568,-0.3627,10.4370,-53.2837,4.9438
-1.0251,-0.0271,-0.3661,3.2959,-42.9688,2.1362
-1.0380,-0.0090,-0.3835,2.0752,-38.3911,6.3477
-1.0328,-0.0316,-0.3923,0.6104,-30.7617,8.1177
-1.0321,-0.0623,-0.3625,-1.7090,-25.0244,7.7515
-1.0177,-0.1012,-0.2258,-8.3618,-19.7754,7.2021
-1.0010,-0.1343,-0.1964,-8.3618,-19.9585,2.1973
-1.0149,-0.0812,-0.2174,-3.0518,-19.5313,-2.9907
-1.0389,-0.0189,-0.3054,4.6997,-14.0991,0.3662
-1.0439,-0.0214,-0.3339,6.1646,-9.5215,1.7090
-1.0402,-0.0406,-0.3309,2.5024,-4.7607,3.9062
-1.0271,-0.0688,-0.3350,-0.5493,-0.7935,4.5776
-1.0061,-0.0780,-0.2723,-0.4883,8.7280,2.5635
-1.0131,-0.0374,-0.2589,-1.2207,9.5215,-0.1221
-1.0259,-0.0125,-0.2799,-2.8076,11.6577,2.0752
-1.0298,-0.0442,-0.2498,-1.3428,14.7705,3.9062
-1.0007,-0.1221,-0.0808,-4.4556,9.3994,2.1973
-0.9844,-0.1100,-0.0808,-3.0518,4.4556,0.1221
-0.9729,-0.0980,-0.1289,0.6104,1.2817,-0.5493
-0.9718,-0.0844,-0.1890,2.6855,-0.0610,-2.5024
-0.9785,-0.0775,-0.3315,3.2959,4.6387,-3.9673
-0.9858,-0.0365,-0.3632,2.4414,10.2539,-3.5400
-0.9929,-0.0090,-0.3545,-0.9155,15.4419,-1.2817
-1.0072,-0.0148,-0.2401,-7.5073,22.3389,4.4556
-1.0055,-0.0616,-0.1450,-8.4229,20.8130,5.4932
-0.9940,-0.0952,-0.1003,-8.4839,16.6016,3.7231
-0.9792,-0.1112,-0.1149,-4.5166,12.4512,1.2817
-0.9824,-0.0392,-0.2994,1.1597,11.1084,-4.4556
-0.9980,0.0162,-0.4399,-3.4790,17.0288,-3.4790
-1.0067,0.0358,-0.5621,-6.8970,27.5879,-0.4272
-1.0186,-0.0093,-0.7294,-20.0195,59.1431,0.9155
-1.0398,0.0011,-0.8113,-24.5972,78.3081,0.0610
-1.0944,0.0475,-0.8188,-29.1748,99.3652,3.2349
-1.1335,0.0406,-0.7141,-33.6304,116.1499,12.6953
-1.1389,-0.0511,-0.4054,-31.5552,135.3149,21.8506
-1.0933,-0.0825,-0.2998,-34.3628,136.6577,24.5361
-1.0338,-0.1420,-0.3032,-36.1938,135.8643,20.4468
-0.9807,-0.1445,-0.4392,-37.9639,137.0850,9.9487
-0.9358,-0.0303,-0.9711,-28.1982,164.1846,-11.9019
-0.9498,0.0763,-1.2141,-30.8228,189.0259,-15.6250
-1.0054,0.1110,-1.4165,-36.5601,221.1914,-11.2305
-1.1082,0.0782,-1.4601,-35.2783,257.8125,-3.8452
-1.2786,-0.0073,-0.9292,-32.1655,301.3916,24.4751
-1.2572,-0.0973,-0.5066,-31.9214,302.4902,35.4004
-1.1710,-0.1007,-0.1084,-39.1235,286.7432,41.7480
-0.8245,-0.1516,0.0135,-46.8750,218.4448,31.7993
-0.7003,-0.0597,-0.3604,-42.0532,192.5049,18.3105
-0.6202,0.0282,-0.8577,-39.3066,186.5845,11.2915
-0.5829,0.0598,-1.3502,-38.7573,203.0029,6.4087
-0.6643,0.0928,-1.8660,-16.4795,280.3345,0.0610
-0.7924,0.1417,-1.6851,4.3335,320.4956,7.4463
-0.9020,0.1754,-1.3048,16.2354,333.6792,16.9678
-0.9468,0.2683,-1.0042,34.6069,332.4585,35.9497
-0.6521,0.0231,-0.5076,34.4238,303.6499,65.7959
-0.4446,-0.1201,-0.4369,36.8042,274.6582,49.2554
-0.2826,-0.1237,-0.5314,35.0342,248.9624,28.2593
-0.1691,-0.0315,-0.7487,21.7285,229.6753,10.2539
-0.1056,0.1578,-1.3491,-25.2686,236.8164,2.7466
-0.1302,0.1014,-1.4574,-28.1982,254.5166,9.2773
-0.1370,-0.0426,-1.3851,-25.5737,270.3247,12.7563
-0.0875,-0.1547,-1.0513,-12.7563,282.6538,-3.5400
-0.0635,0.0287,-0.7935,-16.7236,277.5879,-2.6855
0.0421,0.0529,-0.5895,-32.4097,258.9111,9.5215
0.1638,0.0331,-0.5792,-16.8457,238.1592,12.3291
0.3468,-0.0483,-0.7618,-1.1597,214.7217,7.3242
0.3884,0.0126,-0.7870,9.8267,214.2944,-2.3804
0.4170,0.0491,-0.7489,15.7471,213.3789,-2.9907
0.4404,-0.0697,-0.8894,42.9688,217.1021,-16.7236
0.4338,-0.0037,-0.8210,50.3540,223.0835,-20.1416
0.4526,-0.0450,-0.6917,6.8970,221.6797,-23.6206
0.4762,-0.0492,-0.5522,-20.6909,218.3838,-34.7290
0.6116,0.1018,-0.1561,-37.9639,189.5752,-27.3438
0.6683,0.0974,-0.1123,-31.6162,170.1660,-25.6348
0.7006,0.0839,-0.1733,-14.6484,154.2969,-25.4517
0.7255,0.0490,-0.3340,-11.0474,145.3247,-27.5879
0.7133,0.0836,-0.5715,-20.6909,152.4048,-34.9731
0.7275,0.0769,-0.4954,-37.5366,159.6069,-35.9497
0.7488,0.1016,-0.2289,-48.4009,158.0200,-34.1187
0.7958,0.0831,-0.0360,-47.5464,138.0615,-31.0669
0.8218,0.0582,-0.2024,-22.2168,113.6475,-44.3115
0.8199,0.2101,-0.2562,-20.3857,112.4878,-44.0674
0.8297,0.3185,-0.1305,-33.4473,107.6050,-37.0483
0.8781,0.3386,0.0270,-23.7427,81.7871,-16.3574
0.8827,0.3105,-0.0232,-13.1226,71.3501,-13.3057
0.8888,0.2773,-0.1305,-8.9111,66.8945,-12.1460
0.8804,0.2765,-0.2247,0.4883,68.7866,-12.6343
0.8793,0.2924,-0.1295,10.5591,70.1294,-3.0518
0.8787,0.2664,-0.0680,7.9956,65.9790,-2.3193
0.8884,0.2434,0.0354,-1.3428,59.4482,-1.8921
0.9152,0.1921,0.1178,-14.5874,46.5088,-3.0518
0.9078,0.2010,-0.0840,-16.2964,31.7993,-12.6953
0.9023,0.2441,-0.0786,-7.7515,28.9307,-8.1177
0.9036,0.2500,-0.0280,-0.4272,23.7427,-3.9062
0.9019,0.2521,-0.0084,-2.8076,17.2729,-3.1128
0.9061,0.2400,-0.1458,-3.4790,10.3760,-0.0610
0.9146,0.2291,-0.1654,1.3428,11.8408,-0.6714
0.9199,0.2322,-0.1487,3.9062,13.0005,-1.8311
0.9288,0.2623,-0.0336,5.6763,5.8594,1.7700
0.9335,0.2158,-0.1091,-2.3193,2.2583,0.4883
0.9307,0.1979,-0.1838,-0.3052,4.3335,-1.8921
0.9333,0.2200,-0.1555,3.9062,5.9204,-1.5259
0.9463,0.2272,-0.1320,0.6104,4.6387,-2.8687
0.9438,0.2408,-0.1539,0.4883,4.6997,-2.8687
0.9457,0.2408,-0.1539,5.8594,5.3711,-0.7324
0.9497,0.2355,-0.1279,8.1177,4.9438,0.6104
0.9529,0.2180,-0.1222,2.9297,1.3428,1.0986
0.9473,0.2169,-0.1545,-0.9766,2.5024,-0.3662
0.9443,0.2385,-0.1064,1.3428,3.6621,0.6104
0.9385,0.2286,-0.0267,0.5493,-4.8218,3.5400
0.9337,0.2111,-0.0520,2.0142,-8.3618,4.2114
0.9323,0.1990,-0.0823,3.1128,-10.8032,4.2114
0.9368,0.1736,-0.1278,3.7842,-12.0239,3.6011
0.9556,0.1709,-0.2031,0.6104,-6.6528,-2.1362
0.9644,0.1927,-0.1713,2.2583,-3.7842,-4.4556
0.9655,0.2238,-0.1235,3.6011,-3.8452,-4.9438
0.9584,0.2524,-0.0807,1.3428,-5.9814,-3.7231
0.9586,0.2321,-0.0251,-1.8311,-15.6250,-1.6479
0.9572,0.2284,-0.0842,2.2583,-19.2871,-1.0986
0.9523,0.2101,-0.1727,2.2583,-18.1274,-1.1597
0.9500,0.2150,-0.1631,6.3477,-15.5029,-1.2207
0.9423,0.2157,0.0129,3.6621,-22.8882,-1.0376
0.9260,0.2109,0.0706,1.6479,-31.0059,-0.6714
0.9124,0.2067,0.1542,0.0000,-43.0908,-0.1221
0.8678,0.2430,0.4126,21.6675,-84.3506,5.7373
0.8254,0.2928,0.5269,44.7998,-112.9150,12.5732
0.7614,0.3540,0.6351,56.7627,-145.9961,22.0947
0.6903,0.3641,0.6421,61.2793,-185.3027,34.6680
0.5446,0.2177,0.2837,43.0298,-241.5161,38.1470
0.4904,0.1526,0.1058,55.9082,-256.4087,35.9497
0.4332,0.1294,0.0598,67.1997,-269.6533,33.5693
0.3633,0.1296,0.0874,75.2563,-288.6963,34.4849
0.1897,0.1642,0.0488,79.4678,-335.1440,35.4004
0.0768,0.2039,-0.0011,77.6367,-362.0605,41.0156
-0.0336,0.2169,-0.1313,87.2192,-386.1084,48.0347
-0.1484,0.1827,-0.3337,93.5059,-399.9634,51.6968
-0.2909,-0.0961,-1.0062,111.9385,-408.4473,66.3452
-0.2411,-0.3271,-1.6219,110.3516,-387.6343,59.6313
-0.1685,-0.3903,-2.1346,98.3276,-338.2568,50.3540
-0.0554,-0.3401,-2.0310,26.6724,-219.9097,53.3447
-0.0070,-0.4049,-1.5807,5.1270,-197.2046,56.0303
0.0084,-0.3824,-1.2474,-6.8970,-192.9932,43.9453
-0.0310,-0.1661,-1.0548,-11.6577,-193.3594,36.2549
-0.1000,-0.0039,-0.7764,-3.3569,-210.0830,42.4194
-0.1475,-0.0374,-0.7113,8.4839,-222.2290,40.6494
-0.1862,-0.1039,-0.8209,20.3247,-233.7646,37.9028
-0.1923,-0.1729,-1.1726,29.4800,-236.1450,35.3394
-0.1636,-0.3501,-1.9069,12.8174,-187.5610,22.2168
-0.2201,-0.2699,-1.8392,-5.9204,-147.0947,17.1509
-0.2955,-0.2085,-1.3854,-11.5356,-124.1455,19.7144
-0.4209,-0.0564,-0.6526,0.6104,-150.0244,29.4189
-0.4352,0.0343,-0.4897,5.1270,-172.7295,37.4756
-0.4283,-0.0193,-0.3896,3.2349,-194.7632,31.4941
-0.4658,-0.0342,-0.3478,5.7983,-216.4307,16.9067
-0.5853,-0.0287,-0.7452,34.0576,-250.2441,-0.3052
-0.6324,-0.0658,-1.1344,32.0435,-246.4600,1.1597
-0.6533,-0.1630,-1.5131,13.4888,-230.3467,2.3804
-0.6948,-0.1681,-1.7296,-6.2256,-201.4771,-2.9907
-0.7760,-0.1624,-1.4369,-18.4937,-138.6719,4.1504
-0.8218,-0.1249,-1.1266,-9.7656,-126.0986,3.1738
-0.8440,-0.0012,-0.8497,3.8452,-125.3662,8.8501
-0.7762,-0.0464,-0.5144,-4.5776,-142.1509,17.2729
-0.7556,-0.0675,-0.5068,-5.6763,-152.2827,7.9346
-0.7661,-0.0541,-0.5836,-5.0049,-161.1938,4.3945
-0.7742,-0.0752,-0.7152,0.7324,-163.6963,-0.9766
-0.8392,-0.0822,-0.8958,7.1411,-152.2217,-5.3711
-0.8976,-0.0723,-0.9425,8.3618,-145.0806,0.5493
-0.9276,-0.1014,-0.9484,10.4370,-132.4463,4.8828
-0.9347,-0.1260,-0.8475,12.9395,-118.1641,5.0049
-0.9413,-0.0542,-0.6095,11.9629,-109.6191,3.0518
-0.9559,0.0023,-0.5060,14.8315,-110.6567,9.6436
-0.9326,-0.0359,-0.4210,13.6108,-114.0137,13.0005
-0.9095,-0.0701,-0.4160,7.2632,-119.6289,9.2163
-0.8828,-0.0444,-0.6028,-2.0142,-120.1782,7.2632
-0.9061,-0.0925,-0.7009,-4.8218,-114.5630,3.7842
-0.9534,-0.1023,-0.7295,-4.6997,-103.7598,0.7324
-0.9980,-0.0966,-0.6354,-1.8311,-84.1064,1.1597
-1.0044,-0.0730,-0.5531,2.2583,-75.8667,3.7231
-0.9901,-0.0581,-0.4618,8.9722,-71.1670,4.5776
-0.9922,-0.0490,-0.3695,11.7798,-69.5190,6.3477
-0.9602,-0.1167,-0.3787,22.1558,-70.3125,5.1880
-0.9478,-0.1188,-0.4252,23.7427,-64.3311,2.6245
-0.9436,-0.1053,-0.4485,19.7754,-59.9976,-1.5869
-0.9512,-0.0573,-0.5344,12.2070,-55.1758,-3.9062
-0.9833,-0.0332,-0.5978,-0.6714,-33.3252,-0.1831
-0.9917,-0.0671,-0.5293,-3.4180,-24.4751,0.9155
-0.9978,-0.0754,-0.3875,-8.7891,-17.5781,-0.1831
-0.9926,-0.0619,-0.2412,-8.8501,-19.7144,0.8545
-1.0013,-0.0060,-0.1316,-2.1362,-26.7944,6.9580
-0.9835,-0.0687,-0.1387,3.4180,-33.2031,8.1177
-0.9758,-0.0955,-0.2579,5.9814,-36.3770,2.7466
-0.9836,-0.0383,-0.5470,6.2256,-21.9116,-0.4883
-0.9941,-0.0050,-0.5856,-1.4648,-10.5591,0.9766
-1.0085,-0.0038,-0.4830,-8.6670,-0.9766,3.9673
-1.0116,-0.0599,-0.2795,-11.7187,1.7700,7.2021
-0.9912,-0.1394,-0.0717,-12.2681,-10.3760,1.9531
-0.9929,-0.0953,-0.1226,-4.4556,-15.1367,-1.0986
-0.9994,-0.0372,-0.1721,2.6245,-17.7612,-0.7324
-0.9973,-0.0078,-0.2461,4.2114,-19.6533,0.8545
-1.0061,-0.0259,-0.3381,2.1362,-12.6343,5.6763
-0.9927,-0.0785,-0.3646,-1.2207,-9.9487,4.9438
-0.9877,-0.0822,-0.4475,-7.5684,-4.1504,2.1362
-1.0044,-0.0399,-0.4617,-9.2773,5.4932,1.8921
-1.0052,-0.0682,-0.2012,-6.0425,12.3291,7.0801
-0.9932,-0.0884,-0.0354,-5.7373,7.2021,5.7373
